State,County,City,Date,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
California,Los Angeles,Los Angeles,7/22/2010,19.889474,0.021556,0.252632,0.405263
California,Los Angeles,Los Angeles,7/23/2010,17.5,0.025688,0,0.383333
California,Los Angeles,Los Angeles,7/24/2010,15.331818,0.025667,0.068182,0.363636
California,Los Angeles,Los Angeles,7/25/2010,12.195455,0.029333,0.140909,0.322727
California,Los Angeles,Los Angeles,7/26/2010,16.772727,0.026208,0.145455,0.345455
California,Los Angeles,Los Angeles,7/27/2010,18.213636,0.021375,0,0.35
California,Los Angeles,Los Angeles,7/28/2010,17.713636,0.020667,0.309091,0.336364
California,Los Angeles,Los Angeles,7/29/2010,17.822727,0.023208,0.5,0.359091
California,Los Angeles,Los Angeles,7/30/2010,22.06087,0.02375,0.230435,0.430435
California,Los Angeles,Los Angeles,7/31/2010,17.259091,0.033167,0.109091,0.377273
California,Los Angeles,Los Angeles,8/1/2010,19.568182,0.026625,0.1,0.440909
California,Los Angeles,Los Angeles,8/2/2010,27.647826,0.016375,0.117391,0.543478
California,Los Angeles,Los Angeles,8/3/2010,33.568182,0.01425,0.718182,0.636364
California,Los Angeles,Los Angeles,8/4/2010,25.56087,0.019833,0.413043,0.456522
California,Los Angeles,Los Angeles,8/5/2010,22.477273,0.02275,0.336364,0.418182
California,Los Angeles,Los Angeles,8/6/2010,22.763636,0.023292,0.154545,0.440909
California,Los Angeles,Los Angeles,8/7/2010,17.76087,0.02825,0.226087,0.386957
California,Los Angeles,Los Angeles,8/8/2010,11.730435,0.032333,0.026087,0.313043
California,Los Angeles,Los Angeles,8/9/2010,18.227273,0.026958,0.104545,0.381818
California,Los Angeles,Los Angeles,8/10/2010,20.227273,0.026292,0.359091,0.390909
California,Los Angeles,Los Angeles,8/11/2010,19.543478,0.023542,0.117391,0.386957
California,Los Angeles,Los Angeles,8/12/2010,22.981818,0.017625,0.336364,0.463636
California,Los Angeles,Los Angeles,8/13/2010,22.777273,0.014875,0.381818,0.431818
California,Los Angeles,Los Angeles,8/14/2010,21.672727,0.01675,0.440909,0.481818
California,Los Angeles,Los Angeles,8/15/2010,20.113636,0.018,0.390909,0.427273
California,Los Angeles,Los Angeles,8/16/2010,32.027273,0.018292,0.713636,0.631818
California,Los Angeles,Los Angeles,8/17/2010,44.586364,0.024125,1.381818,0.8
California,Los Angeles,Los Angeles,8/18/2010,41.477273,0.027667,0.736364,0.713636
California,Los Angeles,Los Angeles,8/19/2010,34.321739,0.020958,0.952174,0.556522
California,Los Angeles,Los Angeles,8/20/2010,32.8125,0.016833,0.616667,0.620833
California,Los Angeles,Los Angeles,8/21/2010,29,0.018875,0.931818,0.55
California,Los Angeles,Los Angeles,8/22/2010,26.013636,0.023208,0.786364,0.5
California,Los Angeles,Los Angeles,8/23/2010,41.340909,0.025583,1.177273,0.709091
California,Los Angeles,Los Angeles,8/24/2010,39.727273,0.018917,0.722727,0.736364
California,Los Angeles,Los Angeles,8/25/2010,32.227273,0.017583,0.440909,0.618182
California,Los Angeles,Los Angeles,8/26/2010,32.8,0.01275,0.521053,0.657895
California,Los Angeles,Los Angeles,8/27/2010,30.247826,0.019375,0.821739,0.595652
California,Los Angeles,Los Angeles,8/28/2010,10.56087,0.031625,0.130435,0.304348
California,Los Angeles,Los Angeles,8/29/2010,7.895455,0.029167,0.168182,0.3
California,Los Angeles,Los Angeles,8/30/2010,20.109091,0.01575,0.236364,0.45
California,Los Angeles,Los Angeles,8/31/2010,27.414286,0.022,0.425,0.466667
California,Los Angeles,Los Angeles,9/1/2010,34.236364,0.015792,0.309091,0.5
California,Los Angeles,Los Angeles,9/2/2010,32.626667,0.010083,0.16,0.686667
California,Los Angeles,Los Angeles,9/3/2010,39.255556,0.007333,0.433333,0.95
California,Los Angeles,Los Angeles,9/4/2010,37.7,0.021708,0.752174,1.004348
California,Los Angeles,Los Angeles,9/5/2010,19.709091,0.027583,0.436364,0.559091
California,Los Angeles,Los Angeles,9/6/2010,9.647826,0.02825,0.369565,0.395652
California,Los Angeles,Los Angeles,9/7/2010,15.735294,0.017714,0.052941,0.388235
California,Los Angeles,Los Angeles,9/8/2010,13.965,0.0247,0.694737,0.36
California,Los Angeles,Los Angeles,9/9/2010,15.55,0.013824,0.06,0.36
California,Los Angeles,Los Angeles,9/10/2010,24.478261,0.01425,0.478261,0.578261
California,Los Angeles,Los Angeles,9/11/2010,18.243478,0.025125,0.004348,0.526087
California,Los Angeles,Los Angeles,9/12/2010,20.647826,0.024458,0,0.5
California,Los Angeles,Los Angeles,9/13/2010,32.5,0.018083,0.443478,0.608696
California,Los Angeles,Los Angeles,9/14/2010,32.477273,0.017458,0.445455,0.604545
California,Los Angeles,Los Angeles,9/15/2010,30.126087,0.014375,0.321739,0.569565
California,Los Angeles,Los Angeles,9/16/2010,31.495652,0.010042,0.517391,0.765217
California,Los Angeles,Los Angeles,9/17/2010,30.682609,0.013667,0.486957,0.578261
California,Los Angeles,Los Angeles,9/18/2010,29.852174,0.017208,0.356522,0.704348
California,Los Angeles,Los Angeles,9/19/2010,24.491304,0.015667,0.4,0.691304
California,Los Angeles,Los Angeles,9/20/2010,25.317391,0.014625,0.647826,0.56087
California,Los Angeles,Los Angeles,9/21/2010,20.659091,0.023875,0.027273,0.409091
California,Los Angeles,Los Angeles,9/22/2010,21.356522,0.020917,0.056522,0.421739
California,Los Angeles,Los Angeles,9/23/2010,29.513636,0.017417,0.259091,0.65
California,Los Angeles,Los Angeles,9/24/2010,47.313043,0.019583,0.730435,0.913043
California,Los Angeles,Los Angeles,9/25/2010,43.769565,0.02575,0.782609,0.947826
California,Los Angeles,Los Angeles,9/26/2010,42.421739,0.033292,0.652174,0.904348
California,Los Angeles,Los Angeles,9/27/2010,43.926087,0.02675,0.513043,0.7
California,Los Angeles,Los Angeles,9/28/2010,37.772727,0.019083,1.190909,0.622727
California,Los Angeles,Los Angeles,9/29/2010,34.463636,0.017417,0.85,0.604545
California,Los Angeles,Los Angeles,9/30/2010,40.154545,0.015208,0.95,0.786364
California,Los Angeles,Los Angeles,10/1/2010,34.171429,0.016136,1.371429,0.642857
California,Los Angeles,Los Angeles,10/2/2010,29.465217,0.019792,0.847826,0.673913
California,Los Angeles,Los Angeles,10/3/2010,15.726087,0.024542,0.073913,0.46087
California,Los Angeles,Los Angeles,10/4/2010,20.56087,0.013083,0.021739,0.391304
California,Los Angeles,Los Angeles,10/5/2010,19.172727,0.017375,0.027273,0.354545
California,Los Angeles,Los Angeles,10/6/2010,23.369565,0.00875,0.013043,0.491304
California,Los Angeles,Los Angeles,10/7/2010,20.05,0.01775,0.086364,0.490909
California,Los Angeles,Los Angeles,10/8/2010,29.457143,0.01455,0.161905,0.652381
California,Los Angeles,Los Angeles,10/9/2010,32.431818,0.020083,0.190909,0.872727
California,Los Angeles,Los Angeles,10/10/2010,35.786957,0.02275,0.33913,0.86087
California,Los Angeles,Los Angeles,10/11/2010,33.013043,0.020167,0.808696,0.591304
California,Los Angeles,Los Angeles,10/12/2010,27.186364,0.0165,0.231818,0.595455
California,Los Angeles,Los Angeles,10/13/2010,26.552174,0.013458,0.082609,0.590909
California,Los Angeles,Los Angeles,10/14/2010,27.821739,0.017833,0.252174,0.578261
California,Los Angeles,Los Angeles,10/15/2010,22.565217,0.024917,0.091304,0.478261
California,Los Angeles,Los Angeles,10/16/2010,20.06087,0.025167,0.034783,0.469565
California,Los Angeles,Los Angeles,10/17/2010,15.331818,0.026875,0.068182,0.354545
California,Los Angeles,Los Angeles,10/18/2010,27.159091,0.012458,0.027273,0.454545
California,Los Angeles,Los Angeles,10/19/2010,23.622727,0.010083,0.059091,0.490909
California,Los Angeles,Los Angeles,10/20/2010,24.782609,0.014833,0.147826,0.43913
California,Los Angeles,Los Angeles,10/21/2010,14.795652,0.02375,0.004348,0.321739
California,Los Angeles,Los Angeles,10/22/2010,18.217391,0.016208,0,0.386957
California,Los Angeles,Los Angeles,10/23/2010,18.66087,0.015417,0.03913,0.456522
California,Los Angeles,Los Angeles,10/24/2010,15.378261,0.0175,0.230435,0.508696
California,Los Angeles,Los Angeles,10/25/2010,15.847826,0.018292,0.004348,0.4
California,Los Angeles,Los Angeles,10/26/2010,26.118182,0.013167,0.204545,0.595455
California,Los Angeles,Los Angeles,10/27/2010,31.021739,0.012458,0.431818,0.721739
California,Los Angeles,Los Angeles,10/28/2010,33.534783,0.012333,0.452174,0.665217
California,Los Angeles,Los Angeles,10/29/2010,37.931818,0.015458,0.645455,0.768182
California,Los Angeles,Los Angeles,10/30/2010,13.1,0.0245,0,0.347826
California,Los Angeles,Los Angeles,10/31/2010,18.33913,0.011917,0.008696,0.578261
California,Los Angeles,Los Angeles,11/1/2010,35.945455,0.009083,0.495455,0.977273
California,Los Angeles,Los Angeles,11/2/2010,39.522727,0.009333,0.609091,1.027273
California,Los Angeles,Los Angeles,11/3/2010,41.05,0.007917,0.509091,0.936364
California,Los Angeles,Los Angeles,11/4/2010,37.182609,0.009458,0.477273,0.808696
California,Los Angeles,Los Angeles,11/5/2010,40.581818,0.009167,0.863636,0.945455
California,Los Angeles,Los Angeles,11/6/2010,18.730435,0.020417,0.290909,0.517391
California,Los Angeles,Los Angeles,11/7/2010,15.429167,0.01975,0,0.4125
California,Los Angeles,Los Angeles,11/8/2010,10.936364,0.02325,0.004545,0.272727
California,Los Angeles,Los Angeles,11/9/2010,29.231818,0.009,0.318182,0.709091
California,Los Angeles,Los Angeles,11/10/2010,29.391304,0.007125,0.530435,0.795652
California,Los Angeles,Los Angeles,11/11/2010,24.213043,0.010125,0.468182,0.73913
California,Los Angeles,Los Angeles,11/12/2010,35.117391,0.005958,0.734783,1
California,Los Angeles,Los Angeles,11/13/2010,33.53913,0.007458,0.66087,1.013043
California,Los Angeles,Los Angeles,11/14/2010,30.147826,0.011583,0.665217,0.843478
California,Los Angeles,Los Angeles,11/15/2010,39.026316,0.006375,1,0.989474
California,Los Angeles,Los Angeles,11/16/2010,35.988889,0.014467,0.772222,0.777778
California,Los Angeles,Los Angeles,11/17/2010,38.736842,0.006,0.321053,0.978947
California,Los Angeles,Los Angeles,11/18/2010,29.738095,0.022,0.452381,0.971429
California,Los Angeles,Los Angeles,11/19/2010,23.713043,0.018,0.465217,0.417391
California,Los Angeles,Los Angeles,11/20/2010,15.152174,0.0195,0.017391,0.36087
California,Los Angeles,Los Angeles,11/21/2010,15.521739,0.016833,0,0.543478
California,Los Angeles,Los Angeles,11/22/2010,21.621739,0.010792,0.052174,0.669565
California,Los Angeles,Los Angeles,11/23/2010,18.509091,0.018125,0.181818,0.577273
California,Los Angeles,Los Angeles,11/24/2010,21.308696,0.012458,0.065217,0.469565
California,Los Angeles,Los Angeles,11/25/2010,24.265217,0.01025,0.330435,0.747826
California,Los Angeles,Los Angeles,11/26/2010,28.456522,0.009833,0.204348,0.721739
California,Los Angeles,Los Angeles,11/27/2010,23.6,0.015375,0.373913,0.647826
California,Los Angeles,Los Angeles,11/28/2010,4.969565,0.029625,0,0.282609
California,Los Angeles,Los Angeles,11/29/2010,29.452174,0.007125,0.286957,0.765217
California,Los Angeles,Los Angeles,11/30/2010,34.509091,0.005917,0.477273,0.936364
California,Los Angeles,Los Angeles,12/1/2010,36.934783,0.004417,0.369565,0.808696
California,Los Angeles,Los Angeles,12/2/2010,46.695652,0.002042,1.208696,1.204348
California,Los Angeles,Los Angeles,12/3/2010,50.643478,0.002708,1.291304,1.469565
California,Los Angeles,Los Angeles,12/4/2010,44.96087,0.001583,0.817391,1.165217
California,Los Angeles,Los Angeles,12/5/2010,34.4,0.00725,0.513043,1.056522
California,Los Angeles,Los Angeles,12/6/2010,27.817391,0.005208,0.256522,0.834783
California,Los Angeles,Los Angeles,12/7/2010,32.659091,0.004833,0.431818,1.022727
California,Los Angeles,Los Angeles,12/8/2010,41.147826,0.002208,0.721739,1.113043
California,Los Angeles,Los Angeles,12/9/2010,48.713043,0.001333,1.452174,1.56087
California,Los Angeles,Los Angeles,12/10/2010,42.127273,0.002333,1.045455,1.454545
California,Los Angeles,Los Angeles,12/11/2010,34.804348,0.004167,0.509091,1.047826
California,Los Angeles,Los Angeles,12/12/2010,28.352174,0.007792,0.034783,0.53913
California,Los Angeles,Los Angeles,12/13/2010,38.395652,0.003375,0.7,0.926087
California,Los Angeles,Los Angeles,12/14/2010,31.127273,0.004792,0.531818,0.690909
California,Los Angeles,Los Angeles,12/15/2010,23.147826,0.004417,0.069565,0.369565
California,Los Angeles,Los Angeles,12/16/2010,26.943478,0.009292,0.23913,0.386957
California,Los Angeles,Los Angeles,12/17/2010,26.730435,0.005417,0.004348,0.378261
California,Los Angeles,Los Angeles,12/18/2010,16.656522,0.014583,0,0.273913
California,Los Angeles,Los Angeles,12/19/2010,10.221739,0.017625,0,0.226087
California,Los Angeles,Los Angeles,12/20/2010,24.730435,0.01125,0,0.378261
California,Los Angeles,Los Angeles,12/21/2010,24.913636,0.010333,0.004545,0.35
California,Los Angeles,Los Angeles,12/22/2010,26.778261,0.008875,0.026087,0.382609
California,Los Angeles,Los Angeles,12/23/2010,26.669565,0.007417,0.06087,0.656522
California,Los Angeles,Los Angeles,12/24/2010,22.969565,0.006792,0.056522,0.843478
California,Los Angeles,Los Angeles,12/25/2010,15.63913,0.0185,0.369565,0.634783
California,Los Angeles,Los Angeles,12/26/2010,19.045455,0.008708,0.145455,0.604545
California,Los Angeles,Los Angeles,12/27/2010,29.965217,0.004458,0.443478,0.917391
California,Los Angeles,Los Angeles,12/28/2010,33.381818,0.005417,0.459091,0.777273
California,Los Angeles,Los Angeles,12/29/2010,20.878261,0.018333,0,0.33913
California,Los Angeles,Los Angeles,12/30/2010,6.036364,0.030792,0,0.2
California,Los Angeles,Los Angeles,12/31/2010,25.304348,0.011263,0.713043,0.669565
Colorado,Denver,Denver,1/1/2006,25,0.013292,2.391304,0.695833
Colorado,Denver,Denver,1/2/2006,41.478261,0.00975,4.217391,0.841667
Colorado,Denver,Denver,1/3/2006,24.652174,0.018542,1.608696,0.475
Colorado,Denver,Denver,1/4/2006,35.478261,0.01225,4.227273,0.717391
Colorado,Denver,Denver,1/5/2006,39.391304,0.005125,5.086957,1.033333
Colorado,Denver,Denver,1/6/2006,36.347826,0.01075,4,0.725
Colorado,Denver,Denver,1/7/2006,26.173913,0.020458,2.130435,0.454167
Colorado,Denver,Denver,1/8/2006,12.913043,0.028833,0.26087,0.3125
Colorado,Denver,Denver,1/9/2006,30,0.011458,1.913043,0.625
Colorado,Denver,Denver,1/10/2006,37.363636,0.008625,2.454545,0.913043
Colorado,Denver,Denver,1/11/2006,33.217391,0.01175,2.26087,1.0625
Colorado,Denver,Denver,1/12/2006,27.73913,0.01475,1.434783,0.641667
Colorado,Denver,Denver,1/13/2006,30.217391,0.00725,2.956522,1.125
Colorado,Denver,Denver,1/14/2006,20.217391,0.006667,2.869565,1.175
Colorado,Denver,Denver,1/15/2006,16.478261,0.022333,1.26087,0.454167
Colorado,Denver,Denver,1/16/2006,21.173913,0.014083,0.869565,0.5125
Colorado,Denver,Denver,1/17/2006,19.478261,0.015563,0.956522,0.4375
Colorado,Denver,Denver,1/18/2006,26.347826,0.012167,1.782609,0.5625
Colorado,Denver,Denver,1/24/2006,27.608696,0.008333,4.909091,0.8375
Colorado,Denver,Denver,1/25/2006,38.363636,0.005167,8,1.169565
Colorado,Denver,Denver,1/26/2006,30.565217,0.015833,1.73913,0.575
Colorado,Denver,Denver,1/27/2006,40.304348,0.0125,3.173913,0.754167
Colorado,Denver,Denver,1/28/2006,32,0.016625,1.73913,0.554167
Colorado,Denver,Denver,1/29/2006,21.608696,0.022792,0.521739,0.379167
Colorado,Denver,Denver,1/30/2006,37.043478,0.006375,2.826087,0.7
Colorado,Denver,Denver,1/31/2006,32,0.009667,2.26087,0.633333
Colorado,Denver,Denver,2/1/2006,39.73913,0.008375,6.956522,0.891667
Colorado,Denver,Denver,2/2/2006,27.73913,0.021333,1.173913,0.495833
Colorado,Denver,Denver,2/3/2006,30.304348,0.013792,1.608696,0.595833
Colorado,Denver,Denver,2/4/2006,37.478261,0.007542,4,0.979167
Colorado,Denver,Denver,2/5/2006,21.217391,0.021292,1.347826,0.5
Colorado,Denver,Denver,2/6/2006,37.217391,0.007958,3.304348,0.783333
Colorado,Denver,Denver,2/7/2006,40.590909,0.00675,3.090909,0.943478
Colorado,Denver,Denver,2/8/2006,37.304348,0.008583,4,0.704167
Colorado,Denver,Denver,2/9/2006,30.217391,0.017583,3,0.554167
Colorado,Denver,Denver,2/10/2006,29.565217,0.01125,2.217391,0.604167
Colorado,Denver,Denver,2/11/2006,37.086957,0.010583,4.173913,0.633333
Colorado,Denver,Denver,2/12/2006,36.913043,0.010917,3.217391,0.6625
Colorado,Denver,Denver,2/13/2006,37.428571,0.008042,4.666667,0.7625
Colorado,Denver,Denver,2/14/2006,32.913043,0.014125,2.782609,0.75
Colorado,Denver,Denver,2/15/2006,23.521739,0.012,1.173913,0.494737
Colorado,Denver,Denver,2/16/2006,26,0.013958,1.652174,0.55
Colorado,Denver,Denver,2/17/2006,26.130435,0.012042,0.944444,0.529167
Colorado,Denver,Denver,2/18/2006,37.043478,0.005542,3.347826,0.6125
Colorado,Denver,Denver,2/19/2006,43,0.005875,5.26087,0.704167
Colorado,Denver,Denver,2/20/2006,40.826087,0.010708,3.217391,0.791667
Colorado,Denver,Denver,2/21/2006,41,0.018958,1.782609,0.5875
Colorado,Denver,Denver,2/22/2006,36.956522,0.015208,1.6875,0.654167
Colorado,Denver,Denver,2/23/2006,44.409091,0.008167,3.454545,0.847826
Colorado,Denver,Denver,2/24/2006,44.217391,0.011083,4.086957,0.793333
Colorado,Denver,Denver,2/25/2006,38,0.006875,4.521739,0.708333
Colorado,Denver,Denver,2/26/2006,31.478261,0.0165,4.304348,0.604167
Colorado,Denver,Denver,2/27/2006,42.130435,0.010375,3.73913,0.841667
Colorado,Denver,Denver,2/28/2006,33.304348,0.007958,4,0.76087
Colorado,Denver,Denver,3/1/2006,30.608696,0.018875,2.043478,0.625
Colorado,Denver,Denver,3/3/2006,54.5,0.00625,5.652174,0.833333
Colorado,Denver,Denver,3/4/2006,31.826087,0.018792,2.086957,0.508333
Colorado,Denver,Denver,3/5/2006,33.73913,0.016417,2.043478,0.541667
Colorado,Denver,Denver,3/6/2006,42.130435,0.008,3.73913,0.833333
Colorado,Denver,Denver,3/7/2006,33.695652,0.019875,2.565217,0.566667
Colorado,Denver,Denver,3/8/2006,30.818182,0.013458,1.590909,0.559091
Colorado,Denver,Denver,3/9/2006,41.913043,0.009292,5.173913,0.741667
Colorado,Denver,Denver,3/10/2006,31.347826,0.012792,2.391304,0.604167
Colorado,Denver,Denver,3/11/2006,22.521739,0.020083,0.304348,0.5
Colorado,Denver,Denver,3/12/2006,24.304348,0.01725,1.130435,0.4625
Colorado,Denver,Denver,3/13/2006,36.136364,0.016375,2.304348,0.556522
Colorado,Denver,Denver,3/14/2006,37.086957,0.014417,2.869565,0.6125
Colorado,Denver,Denver,3/15/2006,40.869565,0.022083,3.956522,0.8
Colorado,Denver,Denver,3/16/2006,30.826087,0.020708,0.782609,0.529167
Colorado,Denver,Denver,3/17/2006,40.391304,0.005542,4.391304,0.825
Colorado,Denver,Denver,3/18/2006,29.217391,0.011833,4.521739,0.591667
Colorado,Denver,Denver,3/19/2006,13.782609,0.008833,1.217391,0.4875
Colorado,Denver,Denver,3/20/2006,25.73913,0.021125,0.608696,0.483333
Colorado,Denver,Denver,3/21/2006,40.217391,0.02,0.652174,0.604167
Colorado,Denver,Denver,3/22/2006,50.043478,0.010211,5.391304,0.733333
Colorado,Denver,Denver,3/23/2006,43.857143,0.02075,4.333333,0.608696
Colorado,Denver,Denver,3/24/2006,41.086957,0.016208,2.304348,0.691667
Colorado,Denver,Denver,3/25/2006,32.26087,0.018375,2.782609,0.583333
Colorado,Denver,Denver,3/26/2006,23.217391,0.028917,0.173913,0.433333
Colorado,Denver,Denver,3/27/2006,31.130435,0.019,0.869565,0.558333
Colorado,Denver,Denver,3/28/2006,48.434783,0.014333,5,0.916667
Colorado,Denver,Denver,3/29/2006,30.521739,0.019625,2.043478,0.545833
Colorado,Denver,Denver,3/30/2006,31.608696,0.023625,1.130435,0.5125
Colorado,Denver,Denver,3/31/2006,34.304348,0.018125,2.086957,0.545833
Colorado,Denver,Denver,4/1/2006,39.73913,0.018458,2.869565,0.620833
Colorado,Denver,Denver,4/2/2006,18.695652,0.03525,0.217391,0.3375
Colorado,Denver,Denver,4/3/2006,50.391304,0.005167,5.782609,0.9875
Colorado,Denver,Denver,4/4/2006,42.130435,0.014958,5.956522,0.7375
Colorado,Denver,Denver,4/5/2006,32.782609,0.023292,3.217391,0.621739
Colorado,Denver,Denver,4/6/2006,28.636364,0.03225,0.590909,0.520833
Colorado,Denver,Denver,4/7/2006,27.043478,0.021875,3,0.566667
Colorado,Denver,Denver,4/8/2006,45.043478,0.013542,5.826087,0.708333
Colorado,Denver,Denver,4/9/2006,25.347826,0.026083,2.217391,0.358333
Colorado,Denver,Denver,4/10/2006,34,0.028542,1.347826,0.445833
Colorado,Denver,Denver,4/11/2006,32,0.026667,1.636364,0.479167
Colorado,Denver,Denver,4/12/2006,33.391304,0.02,2.086957,0.525
Colorado,Denver,Denver,4/13/2006,35,0.0235,2.73913,0.541667
Colorado,Denver,Denver,4/14/2006,32.478261,0.03,2.130435,0.520833
Colorado,Denver,Denver,4/15/2006,22.869565,0.024792,1.173913,0.379167
Colorado,Denver,Denver,4/16/2006,24.304348,0.03275,2.086957,0.375
Colorado,Denver,Denver,4/17/2006,27.695652,0.035333,1.521739,0.4375
Colorado,Denver,Denver,4/18/2006,20.391304,0.03425,0.826087,0.383333
Colorado,Denver,Denver,4/19/2006,26.681818,0.032875,3.125,0.4375
Colorado,Denver,Denver,4/29/2006,26.608696,0.032917,1.565217,0.404167
Colorado,Denver,Denver,4/30/2006,24.521739,0.0265,3.391304,0.375
Colorado,Denver,Denver,5/1/2006,30.391304,0.026417,0.913043,0.495833
Colorado,Denver,Denver,5/2/2006,28,0.03,4.695652,0.4
Colorado,Denver,Denver,5/3/2006,31,0.020625,2.434783,0.513043
Colorado,Denver,Denver,5/4/2006,31,0.011583,1.869565,0.65
Colorado,Denver,Denver,5/5/2006,26.391304,0.003708,2.173913,0.7875
Colorado,Denver,Denver,5/6/2006,28.217391,0.021542,4.26087,0.554167
Colorado,Denver,Denver,5/7/2006,23.304348,0.033167,1.826087,0.404167
Colorado,Denver,Denver,5/9/2006,24.434783,0.037208,5.222222,0.45
Colorado,Denver,Denver,5/10/2006,23.304348,0.030167,1.826087,0.447826
Colorado,Denver,Denver,5/11/2006,30.956522,0.025625,1.608696,0.5625
Colorado,Denver,Denver,5/12/2006,37.869565,0.024917,2.73913,0.708333
Colorado,Denver,Denver,5/13/2006,29.086957,0.0335,2.782609,0.554167
Colorado,Denver,Denver,5/14/2006,17.521739,0.039583,1.782609,0.404167
Colorado,Denver,Denver,5/15/2006,31.347826,0.026375,2.391304,0.566667
Colorado,Denver,Denver,5/16/2006,39.304348,0.018417,4.695652,0.6375
Colorado,Denver,Denver,5/17/2006,35.478261,0.022333,4.73913,0.65
Colorado,Denver,Denver,5/18/2006,34.695652,0.02125,2.869565,0.6375
Colorado,Denver,Denver,5/19/2006,35.521739,0.023292,3.782609,0.7125
Colorado,Denver,Denver,5/20/2006,28.913043,0.028833,4.73913,0.529167
Colorado,Denver,Denver,5/21/2006,23.173913,0.034333,2.086957,0.429167
Colorado,Denver,Denver,5/22/2006,30.913043,0.025083,2,0.591667
Colorado,Denver,Denver,5/23/2006,22.434783,0.022583,1.869565,0.508333
Colorado,Denver,Denver,5/24/2006,28.565217,0.027667,1.590909,0.517391
Colorado,Denver,Denver,5/25/2006,39.043478,0.027458,3.130435,0.683333
Colorado,Denver,Denver,5/26/2006,40.086957,0.020417,2.956522,0.7375
Colorado,Denver,Denver,5/27/2006,20.086957,0.035875,3.347826,0.391667
Colorado,Denver,Denver,5/28/2006,17.478261,0.0325,1.695652,0.379167
Colorado,Denver,Denver,5/29/2006,13.173913,0.045042,1.217391,0.320833
Colorado,Denver,Denver,5/30/2006,27.681818,0.027958,1.545455,0.552174
Colorado,Denver,Denver,5/31/2006,26.521739,0.028875,2.043478,0.504167
Colorado,Denver,Denver,6/1/2006,24.478261,0.038417,1.695652,0.516667
Colorado,Denver,Denver,6/2/2006,36.956522,0.031083,4.217391,0.683333
Colorado,Denver,Denver,6/3/2006,31,0.029083,2.304348,0.516667
Colorado,Denver,Denver,6/4/2006,22.086957,0.038917,2.086957,0.491667
Colorado,Denver,Denver,6/5/2006,35.826087,0.026417,2.130435,0.670833
Colorado,Denver,Denver,6/6/2006,32.565217,0.02525,2.869565,0.552174
Colorado,Denver,Denver,6/7/2006,27.608696,0.029125,1.608696,0.5125
Colorado,Denver,Denver,6/8/2006,27.956522,0.02625,3.086957,0.491667
Colorado,Denver,Denver,6/9/2006,33.26087,0.026542,2.565217,0.6625
Colorado,Denver,Denver,6/10/2006,18.478261,0.03925,2.043478,0.479167
Colorado,Denver,Denver,6/11/2006,17.086957,0.039125,2.73913,0.408333
Colorado,Denver,Denver,6/12/2006,22.086957,0.038125,0.956522,0.525
Colorado,Denver,Denver,6/13/2006,29,0.032625,2,0.570833
Colorado,Denver,Denver,6/14/2006,29.318182,0.023958,2,0.4
Colorado,Denver,Denver,6/15/2006,21.130435,0.034375,1.652174,0.45
Colorado,Denver,Denver,6/16/2006,16.478261,0.0255,3.26087,0.525
Colorado,Denver,Denver,6/17/2006,14.956522,0.039208,2,0.433333
Colorado,Denver,Denver,6/18/2006,19.304348,0.038,3.478261,0.4125
Colorado,Denver,Denver,6/19/2006,34.304348,0.026875,4.26087,0.570833
Colorado,Denver,Denver,6/20/2006,29.363636,0.024208,3.173913,0.595833
Colorado,Denver,Denver,6/21/2006,20.086957,0.032167,4.434783,0.55
Colorado,Denver,Denver,6/22/2006,10.565217,0.027833,1.043478,0.4875
Colorado,Denver,Denver,6/23/2006,25.652174,0.026583,3.26087,0.6375
Colorado,Denver,Denver,6/24/2006,17.434783,0.040333,1.478261,0.433333
Colorado,Denver,Denver,6/25/2006,11.608696,0.039708,1.956522,0.408333
Colorado,Denver,Denver,6/26/2006,16.045455,0.032292,2.545455,0.443478
Colorado,Denver,Denver,6/27/2006,19.533333,0.037458,3.695652,0.520833
Colorado,Denver,Denver,6/28/2006,33.652174,0.025375,3.347826,0.55
Colorado,Denver,Denver,6/29/2006,35.652174,0.026625,3.565217,0.479167
Colorado,Denver,Denver,6/30/2006,26.956522,0.030167,4.130435,0.4375
Colorado,Denver,Denver,7/1/2006,16.869565,0.034042,2.608696,0.454167
Colorado,Denver,Denver,7/2/2006,11.73913,0.037417,2.173913,0.45
Colorado,Denver,Denver,7/3/2006,11.695652,0.027625,2.478261,0.595833
Colorado,Denver,Denver,7/4/2006,1.956522,0.037958,0.826087,0.45
Colorado,Denver,Denver,7/5/2006,18.086957,0.028542,2,0.517391
Colorado,Denver,Denver,7/6/2006,32.130435,0.015,1.782609,0.5875
Colorado,Denver,Denver,7/7/2006,27.956522,0.026722,1.130435,0.554545
Colorado,Denver,Denver,7/8/2006,26.565217,0.018625,1.391304,0.525
Colorado,Denver,Denver,7/9/2006,26.956522,0.022833,0.434783,0.445833
Colorado,Denver,Denver,7/10/2006,36,0.023542,2.761905,0.5875
Colorado,Denver,Denver,7/11/2006,31.869565,0.025458,3.304348,0.4625
Colorado,Denver,Denver,7/12/2006,30.235294,0.026267,1.352941,0.452632
Colorado,Denver,Denver,7/13/2006,39,0.029083,1.652174,0.604167
Colorado,Denver,Denver,7/14/2006,32.565217,0.039375,3.217391,0.458333
