State,County,City,Date,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
Massachusetts,Suffolk,Boston,3/22/2008,19.416667,0.028417,1.404348,0.095652
Massachusetts,Suffolk,Boston,3/23/2008,18.863636,0.026417,2.4,0.1
Massachusetts,Suffolk,Boston,3/24/2008,29.166667,0.020958,3.825,0.191304
Massachusetts,Suffolk,Boston,3/25/2008,18.4,0.035333,2.26087,0.157143
Massachusetts,Suffolk,Boston,3/26/2008,21.272727,0.023708,2.108333,0.1
Massachusetts,Suffolk,Boston,3/27/2008,31.458333,0.02,3.491667,0.182609
Massachusetts,Suffolk,Boston,3/28/2008,25.333333,0.020208,1.356522,0.134783
Massachusetts,Suffolk,Boston,3/29/2008,16.681818,0.019667,1.895455,0.018182
Massachusetts,Suffolk,Boston,3/30/2008,15.5,0.021833,2.516667,0.06087
Massachusetts,Suffolk,Boston,3/31/2008,25.652174,0.021542,2.865217,0.2
Massachusetts,Suffolk,Boston,4/1/2008,8.65,0.033833,0.75,0.040909
Massachusetts,Suffolk,Boston,4/2/2008,21.041667,0.0295,1.3625,0
Massachusetts,Suffolk,Boston,4/3/2008,22.454545,0.029042,1.830435,0.176471
Massachusetts,Suffolk,Boston,4/4/2008,25.208333,0.022417,1.1,0.282609
Massachusetts,Suffolk,Boston,4/5/2008,21.625,0.02,1.804167,0.256522
Massachusetts,Suffolk,Boston,4/6/2008,10.545455,0.035667,1.086957,0.204545
Massachusetts,Suffolk,Boston,4/7/2008,15.541667,0.027583,1.2125,0.195652
Massachusetts,Suffolk,Boston,4/8/2008,17.916667,0.023792,0.968421,0.217391
Massachusetts,Suffolk,Boston,4/9/2008,30.681818,0.020167,4.633333,0.431818
Massachusetts,Suffolk,Boston,4/10/2008,20.291667,0.028583,1.354167,0.195652
Massachusetts,Suffolk,Boston,4/11/2008,25.416667,0.018583,1.852174,0.256522
Massachusetts,Suffolk,Boston,4/12/2008,21.863636,0.015083,1.936364,0.290909
Massachusetts,Suffolk,Boston,4/13/2008,15.291667,0.021958,1.791667,0.173913
Massachusetts,Suffolk,Boston,4/14/2008,18.791667,0.023167,2.026087,0.171429
Massachusetts,Suffolk,Boston,4/15/2008,22.947368,0.022583,3.473913,0.186364
Massachusetts,Suffolk,Boston,4/16/2008,28.083333,0.023667,4.833333,0.26087
Massachusetts,Suffolk,Boston,4/17/2008,30.041667,0.021542,3.633333,0.277273
Massachusetts,Suffolk,Boston,4/18/2008,37.909091,0.018458,5.3875,0.378261
Massachusetts,Suffolk,Boston,4/19/2008,30.708333,0.028833,6.208333,0.413043
Massachusetts,Suffolk,Boston,4/20/2008,11.5,0.037833,0.904348,0.109091
Massachusetts,Suffolk,Boston,4/21/2008,13.545455,0.021875,0.5375,0.117391
Massachusetts,Suffolk,Boston,4/22/2008,24.291667,0.021417,3.1625,0.26087
Massachusetts,Suffolk,Boston,4/23/2008,22.958333,0.039417,1.534783,0.15
Massachusetts,Suffolk,Boston,4/24/2008,13.772727,0.038583,1.170833,0.1
Massachusetts,Suffolk,Boston,4/25/2008,20.291667,0.029333,2.104167,0.143478
Massachusetts,Suffolk,Boston,4/26/2008,8.916667,0.038625,0.62381,0.090909
Massachusetts,Suffolk,Boston,4/27/2008,7.772727,0.031583,0.508333,0.069565
Massachusetts,Suffolk,Boston,4/28/2008,18.958333,0.022792,0.7125,0.143478
Massachusetts,Suffolk,Boston,4/29/2008,17.5,0.0175,1.269565,0.122727
Massachusetts,Suffolk,Boston,4/30/2008,22.272727,0.022208,1.470833,0.104545
Massachusetts,Suffolk,Boston,5/1/2008,28.25,0.027375,3.391667,0.130435
Massachusetts,Suffolk,Boston,5/2/2008,24.875,0.030042,1.804545,0.136364
Massachusetts,Suffolk,Boston,5/3/2008,14,0.035708,0.429167,0.06087
Massachusetts,Suffolk,Boston,5/4/2008,15.291667,0.027167,0.625,0.047826
Massachusetts,Suffolk,Boston,5/5/2008,23.041667,0.020167,2.931818,0.136364
Massachusetts,Suffolk,Boston,5/6/2008,29.045455,0.026625,2.482353,0.169565
Massachusetts,Suffolk,Boston,5/7/2008,22.285714,0.036917,0.831818,0.030435
Massachusetts,Suffolk,Boston,5/8/2008,24.166667,0.033625,0.82381,0.045455
Massachusetts,Suffolk,Boston,5/9/2008,16.636364,0.020458,0.991667,0.034783
Massachusetts,Suffolk,Boston,5/10/2008,12.625,0.019917,0.804545,0.021739
Massachusetts,Suffolk,Boston,5/11/2008,13.041667,0.028792,1.145455,0.031818
Massachusetts,Suffolk,Boston,5/12/2008,11.772727,0.030125,0.775,0.008696
Massachusetts,Suffolk,Boston,5/13/2008,18.636364,0.018391,1.691667,0.081818
Massachusetts,Suffolk,Boston,5/14/2008,23.333333,0.028208,2.95,0.152632
Massachusetts,Suffolk,Boston,5/15/2008,25.681818,0.023042,1.620833,0.047619
Massachusetts,Suffolk,Boston,5/16/2008,22.708333,0.019375,1.225,0.056522
Massachusetts,Suffolk,Boston,5/17/2008,16.5,0.030958,0.868182,0.022727
Massachusetts,Suffolk,Boston,5/18/2008,10.454545,0.040125,0.683333,0.004348
Massachusetts,Suffolk,Boston,5/19/2008,14.75,0.026958,0.4875,0
Massachusetts,Suffolk,Boston,5/20/2008,16.583333,0.029083,0.995455,0.018182
Massachusetts,Suffolk,Boston,5/21/2008,18,0.030333,1.025,0.004348
Massachusetts,Suffolk,Boston,5/22/2008,18.333333,0.0155,0.833333,0.013043
Massachusetts,Suffolk,Boston,5/23/2008,16.833333,0.018667,0.759091,0
Massachusetts,Suffolk,Boston,5/24/2008,15.227273,0.02575,0.731818,0.004348
Massachusetts,Suffolk,Boston,5/25/2008,12.625,0.035625,1.391667,0
Massachusetts,Suffolk,Boston,5/26/2008,7.541667,0.04975,1.563636,0
Massachusetts,Suffolk,Boston,5/27/2008,14.85,0.034333,1.158333,0.013043
Massachusetts,Suffolk,Boston,5/28/2008,17.291667,0.0215,1,0.004545
Massachusetts,Suffolk,Boston,5/29/2008,25.041667,0.027292,0.886364,0
Massachusetts,Suffolk,Boston,5/30/2008,19.681818,0.038292,1.141667,0.004348
Massachusetts,Suffolk,Boston,5/31/2008,9.291667,0.041292,0.7125,0
Massachusetts,Suffolk,Boston,6/1/2008,13.416667,0.034167,0.490909,0
Massachusetts,Suffolk,Boston,6/2/2008,20.086957,0.022667,0.633333,0.017391
Massachusetts,Suffolk,Boston,6/3/2008,20.666667,0.044208,1.183333,0
Massachusetts,Suffolk,Boston,6/4/2008,22.333333,0.035125,0.691304,0.155
Massachusetts,Suffolk,Boston,6/5/2008,17.681818,0.022789,0.583333,0.213043
Massachusetts,Suffolk,Boston,6/6/2008,24.125,0.015208,1.679167,0.304545
Massachusetts,Suffolk,Boston,6/7/2008,15.25,0.039917,1.265,0.2
Massachusetts,Suffolk,Boston,6/8/2008,15.136364,0.031083,0.883333,0.121739
Massachusetts,Suffolk,Boston,6/9/2008,25.833333,0.028375,1.845833,0.168182
Massachusetts,Suffolk,Boston,6/10/2008,30.409091,0.044833,2.895652,0.304348
Massachusetts,Suffolk,Boston,6/11/2008,24.5,0.031792,0.633333,0.113043
Massachusetts,Suffolk,Boston,6/12/2008,22.083333,0.02675,1.716667,0.1
Massachusetts,Suffolk,Boston,6/13/2008,26.375,0.035667,2.790909,0.143478
Massachusetts,Suffolk,Boston,6/14/2008,16.045455,0.047292,1.729167,0.143478
Massachusetts,Suffolk,Boston,6/15/2008,7.75,0.032292,0.45,0.077273
Massachusetts,Suffolk,Boston,6/16/2008,17.291667,0.02225,0.5,0.134783
Massachusetts,Suffolk,Boston,6/17/2008,22.304348,0.028833,0.595833,0.1
Massachusetts,Suffolk,Boston,6/18/2008,18.208333,0.030583,0.729167,0.081818
Massachusetts,Suffolk,Boston,6/19/2008,16.333333,0.036458,0.934783,0.082609
Massachusetts,Suffolk,Boston,6/20/2008,23.681818,0.025208,1.283333,0.121739
Massachusetts,Suffolk,Boston,6/21/2008,14.458333,0.040833,0.918182,0.009091
Massachusetts,Suffolk,Boston,6/22/2008,7.458333,0.047375,0.781818,0.152174
Massachusetts,Suffolk,Boston,6/23/2008,19.5,0.025333,0.904167,0.182609
Massachusetts,Suffolk,Boston,6/24/2008,21.636364,0.021583,0.875,0.145455
Massachusetts,Suffolk,Boston,6/25/2008,20.333333,0.024458,0.878261,0.013043
Massachusetts,Suffolk,Boston,6/26/2008,23.173913,0.02825,1.970833,0.16087
Massachusetts,Suffolk,Boston,6/27/2008,28.25,0.019708,1.1875,0.236364
Massachusetts,Suffolk,Boston,6/28/2008,19.416667,0.021375,1.234783,0.152174
Massachusetts,Suffolk,Boston,6/29/2008,14.909091,0.025833,1.625,0.143478
Massachusetts,Suffolk,Boston,6/30/2008,16.565217,0.040583,1,0.1
Massachusetts,Suffolk,Boston,7/1/2008,19.47619,0.040292,1.73913,0.130435
Massachusetts,Suffolk,Boston,7/2/2008,22.958333,0.032292,1.145455,0.13913
Massachusetts,Suffolk,Boston,7/3/2008,17.363636,0.0335,1.979167,0.077273
Massachusetts,Suffolk,Boston,7/4/2008,13.333333,0.016708,1.652174,0.078261
Massachusetts,Suffolk,Boston,7/5/2008,17.708333,0.016875,1.331818,0.173913
Massachusetts,Suffolk,Boston,7/6/2008,12.818182,0.036167,0.8375,0.145455
Massachusetts,Suffolk,Boston,7/7/2008,15.5,0.031458,0.731818,0.054545
Massachusetts,Suffolk,Boston,7/8/2008,14.272727,0.049542,1.508333,0.068182
Massachusetts,Suffolk,Boston,7/9/2008,14.5,0.044208,1.8375,0.073913
Massachusetts,Suffolk,Boston,7/10/2008,20.333333,0.01625,1.026087,0
Massachusetts,Suffolk,Boston,7/11/2008,17.791667,0.020667,1.7875,0.069565
Massachusetts,Suffolk,Boston,7/12/2008,13,0.037083,1.225,0.030435
Massachusetts,Suffolk,Boston,7/13/2008,5.541667,0.030917,0.863636,0.004545
Massachusetts,Suffolk,Boston,7/14/2008,21.375,0.022208,1.279167,0.021739
Massachusetts,Suffolk,Boston,7/15/2008,26.409091,0.028,1.308333,0.045455
Massachusetts,Suffolk,Boston,7/16/2008,21.166667,0.040208,2.178261,0.059091
Massachusetts,Suffolk,Boston,7/17/2008,18.708333,0.04375,1.658333,0.047826
Massachusetts,Suffolk,Boston,7/18/2008,24.136364,0.044,1.4,0.056522
Massachusetts,Suffolk,Boston,7/19/2008,17.041667,0.047542,2.071429,0.009091
Massachusetts,Suffolk,Boston,7/20/2008,15.125,0.035,2.516667,0.030435
Massachusetts,Suffolk,Boston,7/21/2008,14.5,0.025292,1.15,0.004348
Massachusetts,Suffolk,Boston,7/22/2008,11.666667,0.025875,1.021739,0.009091
Massachusetts,Suffolk,Boston,7/23/2008,17.227273,0.018625,0.825,0.013043
Massachusetts,Suffolk,Boston,7/24/2008,10.909091,0.0245,0.804167,0.008696
Massachusetts,Suffolk,Boston,7/25/2008,16.416667,0.040083,1.408696,0.036364
Massachusetts,Suffolk,Boston,7/26/2008,15.583333,0.050125,2.208333,0.013043
Massachusetts,Suffolk,Boston,7/27/2008,10.363636,0.043625,0.9375,0.004348
Massachusetts,Suffolk,Boston,7/28/2008,17.625,0.033917,1.213043,0.013636
Massachusetts,Suffolk,Boston,7/29/2008,23.166667,0.017125,0.972727,0.009091
Massachusetts,Suffolk,Boston,7/30/2008,18.954545,0.024333,0.879167,0.017391
Massachusetts,Suffolk,Boston,7/31/2008,19.041667,0.032125,0.934783,0.036364
Massachusetts,Suffolk,Boston,8/1/2008,24.375,0.025542,1.516667,0.073913
Massachusetts,Suffolk,Boston,8/2/2008,17.818182,0.022333,0.85,0.030435
Massachusetts,Suffolk,Boston,8/3/2008,14.041667,0.024542,0.577273,0.013636
Massachusetts,Suffolk,Boston,8/4/2008,14,0.020583,0.8,0
Massachusetts,Suffolk,Boston,8/5/2008,8,0.020792,1.033333,0
Massachusetts,Suffolk,Boston,8/6/2008,10.416667,0.01755,0.291304,0.004545
Massachusetts,Suffolk,Boston,8/7/2008,17.916667,0.013167,0.820833,0.034783
Massachusetts,Suffolk,Boston,8/8/2008,17.434783,0.021083,0.491667,0.021739
Massachusetts,Suffolk,Boston,8/9/2008,13.25,0.021875,0.652174,0.026087
Massachusetts,Suffolk,Boston,8/10/2008,17.375,0.01875,1.129167,0.054545
Massachusetts,Suffolk,Boston,8/11/2008,16.26087,0.0245,0.533333,0.014286
Massachusetts,Suffolk,Boston,8/12/2008,15.375,0.015875,0.590909,0.004348
Massachusetts,Suffolk,Boston,8/13/2008,18.75,0.021083,0.716667,0.026316
Massachusetts,Suffolk,Boston,8/14/2008,23.608696,0.022625,2.479167,0.268182
Massachusetts,Suffolk,Boston,8/15/2008,20.416667,0.019167,1.986957,0.291304
Massachusetts,Suffolk,Boston,8/16/2008,17,0.023208,0.686364,0.259091
Massachusetts,Suffolk,Boston,8/17/2008,9.5,0.024417,0.633333,0.16087
Massachusetts,Suffolk,Boston,8/18/2008,15.75,0.043042,1.459091,0.230435
Massachusetts,Suffolk,Boston,8/19/2008,8.733333,0.023458,1.466667,0.163636
Massachusetts,Suffolk,Boston,8/20/2008,18.565217,0.012375,0.8875,0.113043
Massachusetts,Suffolk,Boston,8/21/2008,20.708333,0.019958,0.908696,0.165217
Massachusetts,Suffolk,Boston,8/22/2008,18.625,0.03075,0.920833,0.236364
Massachusetts,Suffolk,Boston,8/23/2008,11.090909,0.028708,0.795833,0.156522
Massachusetts,Suffolk,Boston,8/24/2008,9.666667,0.026625,0.540909,0.165217
Massachusetts,Suffolk,Boston,8/25/2008,14.083333,0.021792,1.008333,0.131818
Massachusetts,Suffolk,Boston,8/26/2008,13.304348,0.021625,1.083333,0.095455
Massachusetts,Suffolk,Boston,8/27/2008,20.541667,0.01375,5.595652,0.208696
Massachusetts,Suffolk,Boston,8/28/2008,18.541667,0.01325,2.020833,0.163636
Massachusetts,Suffolk,Boston,8/29/2008,19.090909,0.018917,2.05,0.195652
Massachusetts,Suffolk,Boston,8/30/2008,10.291667,0.017667,0.628571,0.121739
Massachusetts,Suffolk,Boston,8/31/2008,12.458333,0.019958,0.833333,0.045455
Massachusetts,Suffolk,Boston,9/1/2008,9.636364,0.021375,1.554167,0.034783
Massachusetts,Suffolk,Boston,9/2/2008,12.684211,0.015435,2.1,0.073913
Massachusetts,Suffolk,Boston,9/3/2008,17.333333,0.020389,1.340909,0.163636
Massachusetts,Suffolk,Boston,9/4/2008,21.652174,0.034333,1.033333,0.142857
Massachusetts,Suffolk,Boston,9/5/2008,14.791667,0.031958,0.873913,0.16087
Massachusetts,Suffolk,Boston,9/6/2008,8.833333,0.011292,0.241667,0.090909
Massachusetts,Suffolk,Boston,9/7/2008,10.681818,0.015375,0.320833,0.021739
Massachusetts,Suffolk,Boston,9/8/2008,20.333333,0.024125,0.577273,0.091304
Massachusetts,Suffolk,Boston,9/9/2008,16.666667,0.024958,0.583333,0.136364
Massachusetts,Suffolk,Boston,9/10/2008,14.347826,0.013292,0.65,0.018182
Massachusetts,Suffolk,Boston,9/11/2008,15.333333,0.016042,1.16087,0.078261
Massachusetts,Suffolk,Boston,9/12/2008,15.583333,0.019125,0.683333,0.090909
Massachusetts,Suffolk,Boston,9/13/2008,13.391304,0.021458,1.159091,0.117391
Massachusetts,Suffolk,Boston,9/14/2008,7.041667,0.0275,0.365217,0.069565
Massachusetts,Suffolk,Boston,9/15/2008,14.958333,0.020542,0.7875,0.031818
Massachusetts,Suffolk,Boston,9/16/2008,12.714286,0.008792,1.616667,0.082609
Massachusetts,Suffolk,Boston,9/17/2008,19.913043,0.01395,1.486957,0.211923
Massachusetts,Suffolk,Boston,9/18/2008,17.541667,0.012125,2.582609,0.260478
Massachusetts,Suffolk,Boston,9/19/2008,14,0.01225,2.070833,0.260708
Massachusetts,Suffolk,Boston,9/20/2008,15.041667,0.015917,1.425,0.330435
Massachusetts,Suffolk,Boston,9/21/2008,17.291667,0.026125,1.53913,0.303864
Massachusetts,Suffolk,Boston,9/22/2008,15.391304,0.009875,2.170833,0.259417
Massachusetts,Suffolk,Boston,9/23/2008,16.625,0.011167,1.5125,0.35687
Massachusetts,Suffolk,Boston,9/24/2008,20.333333,0.01075,1.982609,0.43075
Massachusetts,Suffolk,Boston,9/25/2008,19.086957,0.017042,2.9625,0.354083
Massachusetts,Suffolk,Boston,9/26/2008,16.291667,0.015917,0.645833,0.213783
Massachusetts,Suffolk,Boston,9/27/2008,20.166667,0.004333,0.97619,0.357625
Massachusetts,Suffolk,Boston,9/28/2008,20.217391,0.006125,1.2125,0.422792
Massachusetts,Suffolk,Boston,9/29/2008,16.083333,0.007417,1.7125,0.288
Massachusetts,Suffolk,Boston,9/30/2008,8.681818,0.009875,0.96087,0.232217
Massachusetts,Suffolk,Boston,10/1/2008,18.304348,0.012952,0.945833,0.34175
Massachusetts,Suffolk,Boston,10/2/2008,15.25,0.0135,0.841667,0.264348
Massachusetts,Suffolk,Boston,10/3/2008,14.833333,0.012,1.686957,0.270375
Massachusetts,Suffolk,Boston,10/4/2008,14.565217,0.013625,1.05,0.252083
Massachusetts,Suffolk,Boston,10/5/2008,15.958333,0.006,1.9,0.391238
Massachusetts,Suffolk,Boston,10/6/2008,14.869565,0.011333,3.143478,0.229833
Massachusetts,Suffolk,Boston,10/7/2008,21.681818,0.011458,1.833333,0.242375
Massachusetts,Suffolk,Boston,10/8/2008,23.833333,0.018176,2.275,0.368304
Massachusetts,Suffolk,Boston,10/9/2008,17.782609,0.022083,1.117391,0.310875
Massachusetts,Suffolk,Boston,10/10/2008,24.458333,0.011333,1.720833,0.344833
Massachusetts,Suffolk,Boston,10/11/2008,17.583333,0.008792,3.127273,0.378348
Massachusetts,Suffolk,Boston,10/12/2008,17.478261,0.009208,3.169565,0.405
Massachusetts,Suffolk,Boston,10/13/2008,12.166667,0.01375,1.625,0.300792
Massachusetts,Suffolk,Boston,10/14/2008,12.409091,0.017,1.283333,0.271609
Massachusetts,Suffolk,Boston,10/15/2008,16.043478,0.015458,1.426087,0.292087
Massachusetts,Suffolk,Boston,10/16/2008,16.583333,0.019458,1.445833,0.304208
Massachusetts,Suffolk,Boston,10/17/2008,12.5,0.013458,2.0375,0.208217
Massachusetts,Suffolk,Boston,10/18/2008,11.130435,0.014625,2.021739,0.221333
Massachusetts,Suffolk,Boston,10/19/2008,9.958333,0.015167,3.229167,0.209409
Massachusetts,Suffolk,Boston,10/20/2008,20.958333,0.0095,4.229167,0.440955
Massachusetts,Suffolk,Boston,10/21/2008,26.304348,0.00625,6.465217,0.413042
Massachusetts,Suffolk,Boston,10/22/2008,10.375,0.014333,1.1,0.174708
Massachusetts,Suffolk,Boston,10/23/2008,17.086957,0.009958,3.404348,0.363364
Massachusetts,Suffolk,Boston,10/24/2008,25.695652,0.010083,3.834783,0.419208
Massachusetts,Suffolk,Boston,10/25/2008,14.5,0.026125,1.968182,0.305917
Massachusetts,Suffolk,Boston,10/26/2008,13.791667,0.020167,1.058333,0.274522
Massachusetts,Suffolk,Boston,10/27/2008,22.695652,0.019833,4.565217,0.3525
Massachusetts,Suffolk,Boston,10/28/2008,14.318182,0.018917,1.566667,0.256625
Massachusetts,Suffolk,Boston,10/29/2008,11.833333,0.015375,1.125,0.198043
Massachusetts,Suffolk,Boston,10/30/2008,18.826087,0.0095,2.625,0.275458
Massachusetts,Suffolk,Boston,10/31/2008,25.083333,0.009625,4.647826,0.3875
Massachusetts,Suffolk,Boston,11/1/2008,22.166667,0.013208,6.345833,0.351
Massachusetts,Suffolk,Boston,11/2/2008,15.272727,0.014333,2.875,0.296864
Massachusetts,Suffolk,Boston,11/3/2008,32.4375,0.003208,5.543478,0.611083
Massachusetts,Suffolk,Boston,11/4/2008,27.916667,0.013542,2.111111,0.405391
Massachusetts,Suffolk,Boston,11/5/2008,33.636364,0.010333,4.008333,0.544917
Massachusetts,Suffolk,Boston,11/6/2008,17.291667,0.018625,1.647826,0.219391
Massachusetts,Suffolk,Boston,11/7/2008,19.75,0.005292,2.008333,0.399833
Massachusetts,Suffolk,Boston,11/8/2008,15.454545,0.016042,1.568182,0.346583
Massachusetts,Suffolk,Boston,11/9/2008,14.291667,0.013,1.956522,0.274696
Massachusetts,Suffolk,Boston,11/10/2008,19.583333,0.008583,3.433333,0.284318
Massachusetts,Suffolk,Boston,11/11/2008,17.55,0.01375,2.3125,0.209958
Massachusetts,Suffolk,Boston,11/12/2008,22.541667,0.011292,3.230435,0.361826
Massachusetts,Suffolk,Boston,11/13/2008,28.625,0.005708,6.5125,0.551917
Massachusetts,Suffolk,Boston,11/14/2008,27.909091,0.005375,3.341667,0.651
Massachusetts,Suffolk,Boston,11/15/2008,9.916667,0.019292,0.873913,0.228609
Massachusetts,Suffolk,Boston,11/16/2008,6,0.020833,0.991667,0.176318
Massachusetts,Suffolk,Boston,11/17/2008,19.545455,0.011125,2.363636,0.245333
Massachusetts,Suffolk,Boston,11/18/2008,15.291667,0.01925,5.413043,0.218652
Massachusetts,Suffolk,Boston,11/19/2008,13.5,0.022292,2.395833,0.184875
Massachusetts,Suffolk,Boston,11/20/2008,22.727273,0.014875,2.404167,0.236667
Massachusetts,Suffolk,Boston,11/21/2008,19.125,0.018167,2.721739,0.230565
Massachusetts,Suffolk,Boston,11/22/2008,14.333333,0.019333,1.568182,0.180917
Massachusetts,Suffolk,Boston,11/23/2008,14.318182,0.02025,1.858333,0.23125
Massachusetts,Suffolk,Boston,11/24/2008,22.208333,0.01725,5.386957,0.344043
Massachusetts,Suffolk,Boston,11/25/2008,20,0.016458,0.779167,0.315682
Massachusetts,Suffolk,Boston,11/26/2008,18.909091,0.004208,5.408333,0.559417
Massachusetts,Suffolk,Boston,11/27/2008,18,0.008875,4.078261,0.372391
Massachusetts,Suffolk,Boston,11/28/2008,24.916667,0.004833,5.020833,0.442
Massachusetts,Suffolk,Boston,11/29/2008,19.227273,0.009,2.833333,0.342333
Massachusetts,Suffolk,Boston,11/30/2008,20.958333,0.013667,6.13913,0.466381
Massachusetts,Suffolk,Boston,12/1/2008,20.521739,0.01575,2.304167,0.311762
Massachusetts,Suffolk,Boston,12/2/2008,14.666667,0.009333,3.529167,0.311833
Massachusetts,Suffolk,Boston,12/4/2008,24.5,0.013958,4.808696,0.3155
Massachusetts,Suffolk,Boston,12/5/2008,20.208333,0.015375,1.8125,0.252875
Massachusetts,Suffolk,Boston,12/6/2008,27.391304,0.007625,6.359091,0.483609
Massachusetts,Suffolk,Boston,12/7/2008,22,0.01125,5.526087,0.32175
Massachusetts,Suffolk,Boston,12/8/2008,22.708333,0.014,2.72381,0.246391
Massachusetts,Suffolk,Boston,12/9/2008,28.142857,0.017542,5.225,0.399591
Massachusetts,Suffolk,Boston,12/10/2008,11.263158,0.01845,0.9,0.209476
Massachusetts,Suffolk,Boston,12/11/2008,18.208333,0.008958,5.525,0.29213
Massachusetts,Suffolk,Boston,12/12/2008,20.478261,0.009583,2.566667,0.323417
Massachusetts,Suffolk,Boston,12/13/2008,18.875,0.015542,2.2,0.234125
Massachusetts,Suffolk,Boston,12/14/2008,20.791667,0.01875,3.941667,0.32235
Massachusetts,Suffolk,Boston,12/15/2008,11.130435,0.0295,1.1625,0.19775
Massachusetts,Suffolk,Boston,12/16/2008,17,0.016292,2.643478,0.242333
Massachusetts,Suffolk,Boston,12/17/2008,26.125,0.006333,2.341667,0.36587
Massachusetts,Suffolk,Boston,12/18/2008,27.608696,0.005333,4.741667,0.469875
Massachusetts,Suffolk,Boston,12/19/2008,22.458333,0.015917,4.426087,0.321333
Massachusetts,Suffolk,Boston,12/20/2008,18.041667,0.015917,3.563636,0.256435
Massachusetts,Suffolk,Boston,12/21/2008,16.086957,0.021167,2.8625,0.234042
Massachusetts,Suffolk,Boston,12/22/2008,16.75,0.018583,2.595652,0.259304
Massachusetts,Suffolk,Boston,12/23/2008,29.045455,0.010542,3.529167,0.253286
Massachusetts,Suffolk,Boston,12/24/2008,20.782609,0.021375,2.991667,0.303105
Massachusetts,Suffolk,Boston,12/25/2008,12.708333,0.0185,1.943478,0.216542
Massachusetts,Suffolk,Boston,12/26/2008,26.916667,0.012708,5.554167,0.341739
Massachusetts,Suffolk,Boston,12/27/2008,22.478261,0.012833,2.0625,0.35425
Massachusetts,Suffolk,Boston,12/28/2008,8.333333,0.020458,1.191304,0.192045
Massachusetts,Suffolk,Boston,12/29/2008,19.958333,0.015083,1.6,0.268261
Massachusetts,Suffolk,Boston,12/30/2008,21.391304,0.018917,2.291667,0.244375
Massachusetts,Suffolk,Boston,12/31/2008,19.333333,0.017889,4.5625,0.256625
Massachusetts,Suffolk,Boston,1/1/2009,17.625,0.019875,2.313043,0.217174
Massachusetts,Suffolk,Boston,1/2/2009,31.363636,0.008792,6.258333,0.396625
Massachusetts,Suffolk,Boston,1/3/2009,20.291667,0.019125,3.825,0.282667
Massachusetts,Suffolk,Boston,1/4/2009,23.916667,0.014833,3.743478,0.315739
Massachusetts,Suffolk,Boston,1/5/2009,30.090909,0.0115,4.533333,0.405708
Massachusetts,Suffolk,Boston,1/6/2009,32.1,0.01,4.404167,0.407227
Massachusetts,Suffolk,Boston,1/7/2009,26.75,0.012458,2.652381,0.339783
Massachusetts,Suffolk,Boston,1/8/2009,16.954545,0.018083,3.079167,0.27775
Massachusetts,Suffolk,Boston,1/9/2009,24,0.020333,2.2375,0.260542
Massachusetts,Suffolk,Boston,1/10/2009,25.208333,0.015542,3.221739,0.314043
Massachusetts,Suffolk,Boston,1/11/2009,24.409091,0.015,5.379167,0.331955
Massachusetts,Suffolk,Boston,1/12/2009,33.041667,0.009542,6.279167,0.400458
Massachusetts,Suffolk,Boston,1/13/2009,37.25,0.006667,7.021739,0.535957
Massachusetts,Suffolk,Boston,1/14/2009,25.090909,0.019708,2.9,0.2875
Massachusetts,Suffolk,Boston,1/15/2009,27,0.010588,8.266667,0.313375
Massachusetts,Suffolk,Boston,1/16/2009,31.958333,0.010083,7.16087,0.443087
Massachusetts,Suffolk,Boston,1/17/2009,26.090909,0.013958,6.529167,0.382542
Massachusetts,Suffolk,Boston,1/18/2009,34.666667,0.004417,10.608333,0.6475
Massachusetts,Suffolk,Boston,1/19/2009,31.125,0.005625,9.913043,0.561913
Massachusetts,Suffolk,Boston,1/20/2009,25.9,0.012667,9.379167,0.401435
Massachusetts,Suffolk,Boston,1/21/2009,27.708333,0.015333,4.633333,0.342091
Massachusetts,Suffolk,Boston,1/22/2009,25.166667,0.01275,7.145,0.35925
Massachusetts,Suffolk,Boston,1/23/2009,33.818182,0.010208,11.954167,0.561826
Massachusetts,Suffolk,Boston,1/24/2009,20.416667,0.021792,3.091667,0.255375
Massachusetts,Suffolk,Boston,1/25/2009,19.541667,0.021333,3.854545,0.286818
Massachusetts,Suffolk,Boston,1/26/2009,39.409091,0.007208,10.054167,0.508522
Massachusetts,Suffolk,Boston,1/27/2009,39.75,0.010792,9.2,0.531917
Massachusetts,Suffolk,Boston,1/28/2009,37.125,0.011958,5.427273,0.464542
Massachusetts,Suffolk,Boston,1/29/2009,24.227273,0.01725,4.133333,0.359087
Massachusetts,Suffolk,Boston,1/30/2009,35.083333,0.010792,8.220833,0.497083
Massachusetts,Suffolk,Boston,1/31/2009,23.291667,0.023042,4.033333,0.301292
Massachusetts,Suffolk,Boston,2/1/2009,30.454545,0.012333,8.395833,0.612261
Massachusetts,Suffolk,Boston,2/2/2009,35.583333,0.015625,9.683333,0.590091
Massachusetts,Suffolk,Boston,2/3/2009,18.8,0.023417,3.386364,0.269917
Massachusetts,Suffolk,Boston,2/4/2009,20.409091,0.025053,3.905882,0.265739
Massachusetts,Suffolk,Boston,2/5/2009,20.666667,0.020542,3.008333,0.244375
Massachusetts,Suffolk,Boston,2/6/2009,34.708333,0.011042,5.927273,0.40325
Massachusetts,Suffolk,Boston,2/7/2009,28.909091,0.023625,10.566667,0.424
